source_file	source_sheet	source_row	row_json
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	9	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""3"", ""列2"": ""吊旗"", ""列3"": ""50×35cm"", ""列4"": ""冷板"", ""列5"": ""8"", ""列6"": ""20"", ""列7"": ""160"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	10	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""4"", ""列2"": ""橱窗画面"", ""列3"": ""566*248cm"", ""列4"": ""彩白彩玻璃贴"", ""列5"": ""8"", ""列6"": ""2"", ""列7"": ""16"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	11	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""5"", ""列2"": ""地贴"", ""列3"": ""100*100cm"", ""列4"": ""黑胶斜纹"", ""列5"": ""8"", ""列6"": ""2"", ""列7"": ""16"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	12	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""6"", ""列2"": ""KT板"", ""列3"": ""45cm*30cm"", ""列4"": ""KT板"", ""列5"": ""8"", ""列6"": ""3"", ""列7"": ""24"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	13	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""7"", ""列2"": ""氛围装置"", ""列3"": ""气球花或者其他和情绪、开心主题比较相关的氛围物料（每家门店100元预算）"", ""列4"": """", ""列5"": ""8"", ""列6"": ""若干"", ""列7"": ""若干"", ""列8"": ""100"", ""列9"": ""800"", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	14	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""税率（%）"", ""列2"": """", ""列3"": """", ""列4"": """", ""列5"": """", ""列6"": """", ""列7"": """", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单.xlsx	订阅模式不含源代码	15	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""合计"", ""列2"": """", ""列3"": """", ""列4"": """", ""列5"": """", ""列6"": """", ""列7"": """", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	6	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""序号"", ""列2"": ""物料类型"", ""列3"": ""尺寸"", ""列4"": ""材质"", ""列5"": ""门店数"", ""列6"": ""每家门店摆放数量"", ""列7"": ""总数量"", ""列8"": ""含税单价（元）"", ""列9"": ""小计（元）"", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	7	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""1"", ""列2"": ""海报"", ""列3"": ""84*57cm"", ""列4"": ""白卡纸（双面）"", ""列5"": ""8"", ""列6"": ""2"", ""列7"": ""16"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	8	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""2"", ""列2"": ""刮刮乐"", ""列3"": ""A6"", ""列4"": ""铜版纸"", ""列5"": ""8"", ""列6"": ""200"", ""列7"": ""1600"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	9	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""3"", ""列2"": ""吊旗"", ""列3"": ""50×35cm"", ""列4"": ""冷板"", ""列5"": ""8"", ""列6"": ""20"", ""列7"": ""160"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	10	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""4"", ""列2"": ""橱窗画面"", ""列3"": ""566*248cm"", ""列4"": ""彩白彩玻璃贴"", ""列5"": ""8"", ""列6"": ""2"", ""列7"": ""16"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	11	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""5"", ""列2"": ""地贴"", ""列3"": ""100*100cm"", ""列4"": ""黑胶斜纹"", ""列5"": ""8"", ""列6"": ""2"", ""列7"": ""16"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	12	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""6"", ""列2"": ""KT板"", ""列3"": ""45cm*30cm"", ""列4"": ""KT板"", ""列5"": ""8"", ""列6"": ""3"", ""列7"": ""24"", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	13	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""7"", ""列2"": ""氛围装置"", ""列3"": ""气球花或者其他和情绪、开心主题比较相关的氛围物料（每家门店100元预算）"", ""列4"": """", ""列5"": ""8"", ""列6"": ""若干"", ""列7"": ""若干"", ""列8"": ""100"", ""列9"": ""800"", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	14	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""税率（%）"", ""列2"": """", ""列3"": """", ""列4"": """", ""列5"": """", ""列6"": """", ""列7"": """", ""列8"": """", ""列9"": """", ""列10"": """"}"
昆中药项目物料需求-报价单_1.xlsx	订阅模式不含源代码	15	"{""填表须知： 1.物料由供应商安装、摆放至老百姓大药房的8家门店（具体门店地址暂未定，均在长沙市），安装、摆放完成时间为5月24日，活动预计持续至6月中旬，活动结束后，供应商需负责拆卸物料并运走； 2.物料供应商需出一名平面设计师和老百姓的设计师一起核对最终设计稿； 3.物料的数量可能有少量增减。"": ""合计"", ""列2"": """", ""列3"": """", ""列4"": """", ""列5"": """", ""列6"": """", ""列7"": """", ""列8"": """", ""列9"": """", ""列10"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	6	"{""显示器"": """", ""2.1"": ""2.2"", ""标配型显示器"": ""大号型显示器"", ""1. 门店收银和办公台式机标配显示器。"": ""1. 总部办公台式机标配显示器。 2. 小型会议、洽谈室桌面屏。 3. 中高层管理办公室或工位桌面屏 4. 其它有必需双屏展示沟通的场景。"", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""屏幕尺寸：23.8 寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用显示器，低蓝光，莱茵认证，3年质保"", ""2000"": ""200"", ""520"": ""750"", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""屏幕尺寸：23.8 寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用显示器，低蓝光，莱茵认证，3年质保"", ""3000"": ""200"", ""600"": ""750"", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": ""主要变化：无"", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": ""1. 联想： thinkvision T24A 2. 惠普: HP P24v G5 3. 华为： B3-241H"", ""690"": ""750"", ""550"": ""650"", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	7	"{""显示器"": ""笔记本"", ""2.1"": ""3.1"", ""标配型显示器"": ""标配型笔记本"", ""1. 门店收银和办公台式机标配显示器。"": ""1. 总部办公通用笔记本。"", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""CPU：Intel 酷睿 i5 1235U 1.3G 10C 内存：16G DDR4 硬盘：512G SSD 屏幕：14寸 1920*1080 电池：45Wh，1年上门质保。 配件：包、鼠标 颜色：黑/银/灰 操作系统：win11 64位 保修：3年上门质保, 80万小时MTBF"", ""2000"": ""700"", ""520"": ""4450"", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""CPU：Intel 酷睿i5-1340P 1.9G 12C 内存：16G DDR4 硬盘：512G SSD 屏幕：14寸 1920*1080 电池：50Wh，3年上门质保。 配件：包、鼠标 颜色：黑/银/灰 操作系统：win11 64位 保修：3年上门质保, 80万小时MTBF"", ""3000"": ""700"", ""600"": ""4500"", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": ""主要变化： 1、CPU：i5 1235U升级至i5-1340P或以上。 （市场配件更新换代） 2、电池保修1年改为3年.（统一到整机3年保修） 3. 原普通、普通大数据岗调整到\""标配型笔记本“ i5"", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": ""1.联想： 昭阳X5-14 2.惠普： ProBook 440 G10 3.华为： 擎云G540 Gen2"", ""690"": ""4400"", ""550"": ""4450"", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	8	"{""显示器"": """", ""2.1"": ""3.2"", ""标配型显示器"": ""高配型笔记本"", ""1. 门店收银和办公台式机标配显示器。"": ""1. 运产研测的技术处理岗位 2.*需大量数据和图形处理场景 3. 高管办公用笔记本。"", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""CPU：Intel 酷睿 i7-1255U 1.7G 10C 内存：16G DDR4 硬盘：512G SSD 屏幕：14寸 1920*1080 电池：45Wh，1年上门质保。 配件：包、鼠标 颜色：黑/银/灰 操作系统：win11 64位 保修：3年上门质保, 80万小时MTBF"", ""2000"": ""300"", ""520"": ""5200"", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": ""CPU：Intel 酷睿i7-1360P 2.2G 12C 内存：16G DDR4 硬盘：512G SSD 屏幕：14寸 1920*1080 电池：50Wh，3年上门质保。 配件：包、鼠标 颜色：黑/银/灰 操作系统：win11 64位 保修：3年上门质保, 80万小时MTBF"", ""3000"": ""300"", ""600"": ""5200"", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": ""主要变化： 1、CPU：i7-1255U 升级至 i7-1360P或以上（市场配件更新换代） 2、电池保修1年改为3年.（统一到整机3年保修） 3. 原专职大数据及高层岗调整到\""高配型笔记本“ i7 。特殊型号需求单独申请采购。"", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": ""1.联想： 昭阳X5-14 2.惠普： ProBook 440 G10 3.华为： 擎云G540 Gen2"", ""690"": ""5200"", ""550"": ""5200"", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	9	"{""显示器"": ""说明："", ""2.1"": """", ""标配型显示器"": """", ""1. 门店收银和办公台式机标配显示器。"": ""1、统采配置参数以满足工作需要为前提，商用型为基础，一线品牌，中档价格、可靠品质，市场主流配置，同档次竞争，兼顾售后服务网点覆盖，易维修更换。 2、集团年采购量在50台及以上设备，纳入统采固定型号标准，应标配置可等于或高于标准参数。 3、电脑设备统采清单以外设备，部门特殊需求，需求部门发起OA【资产采购申请单】，可由行政与统采供应商处沟通购买 *需大量数据和图形处理场景，指每天需要对单页数据量在20万行以上表格数据文件进行运算处理的岗位工作，或每天需要处理CAD或图片编辑的岗位工作。"", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""2000"": """", ""520"": """", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""3000"": """", ""600"": """", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": """", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": """", ""690"": """", ""550"": """", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	10	"{""显示器"": """", ""2.1"": """", ""标配型显示器"": """", ""1. 门店收银和办公台式机标配显示器。"": """", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""2000"": """", ""520"": """", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""3000"": """", ""600"": """", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": ""15800000"", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": """", ""690"": """", ""550"": """", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
附件五 2026 收银设备统采标准.xlsx	X. 电脑统采标准-X	11	"{""显示器"": ""服务要求："", ""2.1"": """", ""标配型显示器"": """", ""1. 门店收银和办公台式机标配显示器。"": ""大客户服务要求： 1. 全国6年7*24小时小门服务，半小时响应，次日上门修复。 2. 客户服务日及机房巡检，定期客户维护IT设备，总部服务日季度1次。 3. 客户特别紧急将付需求，升级关怀交付。 4. 备件优先，备件及换机优先处理 5. 关键事件免费升级 6. 意外损坏一次免费更换处理 7. 耗材赠送，一定量的鼠标垫，键鼠。 8. 一站式安装，定制部署服务"", ""屏幕尺寸：19.5寸 分辨率：1600*900 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""2000"": """", ""520"": """", ""屏幕尺寸：21.5寸 分辨率： 1920*1080 接口：VGA+HDMI 保修期：3年上门质保 颜色：黑色 其他：商用型，低蓝光，莱茵认证，支持双屏安装，底座不影响收银摆放。"": """", ""3000"": """", ""600"": """", ""主要变化： 1、19.5寸1600*900升级换到21.5寸 1920*1080 （市场主流生产21寸屏）"": """", ""1.联想： thinkvision TE22 2.惠普: HP P22vG5 3.华为： B3-211H"": """", ""690"": """", ""550"": """", ""列18"": """", ""列19"": """", ""列20"": """", ""列21"": """", ""列22"": """", ""列23"": """"}"
